link_id,onstreet,longitude,latitude,direction,postmile,affected_numberof_lanes
1205135,5,-117.816812,33.734548,0,29.24,5
1205139,5,-117.825255,33.737674,1,29.7,6
1205152,5,-117.825186,33.737828,0,29.79,5
1205157,5,-117.829854,33.739452,0,30,6
1205165,5,-117.83215,33.740214,0,30.2,5
1205166,5,-117.832196,33.740058,1,30.2,4
1205168,5,-117.835704,33.741523,0,30.4,4
1205169,5,-117.835788,33.741301,1,30.4,5
1205175,5,-117.841692,33.744566,0,30.8,5
1205182,5,-117.841877,33.744395,1,30.9,5
717318,SR-60,-118.012167,34.02901,2,12.64,5
717320,SR-60,-118.008041,34.029203,3,12.87,5
717322,SR-60,-117.965515,34.007137,2,15.91,4
717324,SR-60,-117.966702,34.007728,3,15.78,4
717327,SR-60,-117.963019,34.006571,3,15.98,4
717328,SR-60,-117.96154,34.005916,2,16.12,4
717330,SR-60,-117.933648,33.997565,3,17.77,4
717332,SR-60,-117.932093,33.997007,2,17.94,4
717334,SR-60,-117.928179,33.996487,2,18.14,4
717337,SR-60,-117.929784,33.996841,3,18,4
717339,SR-60,-117.907092,33.994262,3,19.31,4
717342,SR-60,-117.903749,33.994247,3,19.52,4
717343,SR-60,-117.903071,33.994079,2,19.61,4
717346,SR-60,-117.889728,33.994055,2,20.38,4
717350,SR-60,-117.887555,33.994233,3,20.47,4
717352,SR-60,-117.886743,33.994061,2,20.53,4
717355,SR-60,-117.872868,33.995991,3,21.31,4
717357,SR-60,-117.871373,33.996027,2,21.46,4
717358,SR-60,-117.86715,33.996691,2,21.69,4
717361,SR-60,-117.848304,33.999968,3,22.79,4
717365,SR-91,-118.277622,33.872801,3,6.84,3
717367,SR-91,-118.273455,33.872555,2,7.16,5
717368,SR-91,-118.266457,33.873328,3,7.55,4
717369,SR-91,-118.266456,33.873123,2,7.55,4
717373,SR-91,-118.246655,33.873306,2,8.58,4
717374,SR-91,-118.246671,33.873512,3,8.58,4
717375,SR-91,-118.250918,33.873631,3,8.27,4
717376,SR-91,-118.250917,33.873452,2,8.27,4
717378,SR-91,-118.236225,33.873815,3,9.1,4
717379,SR-91,-118.236209,33.873597,2,9.11,4
717380,SR-91,-118.224563,33.87412,3,9.67,4
717381,SR-91,-118.224562,33.873915,2,9.67,4
717383,SR-91,-118.218991,33.873488,2,10.13,4
717384,SR-91,-118.219007,33.873706,3,10.13,3
717387,SR-91,-118.211883,33.873424,2,10.48,4
717390,SR-91,-118.204573,33.872781,2,11.03,5
717392,SR-91,-118.18995,33.876671,3,11.78,3
717393,SR-91,-118.189888,33.876517,2,11.78,3
717396,SR-91,-118.186939,33.876696,2,12.2,5
717397,SR-91,-118.186939,33.876929,3,12.2,4
717399,SR-91,-118.171301,33.876674,3,13.01,5
717402,SR-91,-118.167277,33.875883,2,13.26,4
717404,SR-91,-118.162114,33.876121,3,13.51,5
717406,SR-91,-118.158053,33.876396,2,13.69,4
717410,SR-91,-118.153053,33.877135,3,14,4
717413,SR-91,-118.14496,33.877209,3,14.55,4
717416,SR-91,-118.139806,33.877267,3,14.65,4
717418,SR-91,-118.138975,33.877075,2,14.8,4
717420,SR-91,-118.133143,33.876786,2,15.22,5
717421,SR-91,-118.133128,33.877043,3,15.22,4
717424,SR-91,-118.125726,33.87628,3,15.54,4
717426,SR-91,-118.124494,33.876063,2,15.76,5
717428,SR-91,-118.084321,33.876535,3,17.96,4
717431,SR-91,-118.08432,33.876355,2,17.96,4
717433,SR-91,-118.08072,33.87655,3,18.21,4
717434,SR-91,-118.08072,33.87637,2,18.21,4
717435,SR-91,-118.074981,33.876579,3,18.5,4
717436,SR-91,-118.074983,33.876382,2,18.54,4
717438,SR-91,-118.07115,33.876595,3,18.7,4
717439,SR-91,-118.071145,33.876416,2,18.77,4
717440,SR-91,-118.065922,33.876225,3,19.06,4
717441,SR-91,-118.065937,33.876016,2,19.11,4
717442,SR-91,-118.051756,33.867689,3,20.14,4
717443,SR-91,-118.047178,33.864421,2,20.21,4
717445,SR-101,-118.25932,34.06913,0,2.42,4
717446,SR-101,-118.26572,34.071421,1,2.79,4
717447,SR-101,-118.267725,34.072484,0,2.94,4
717450,SR-101,-118.273625,34.07488,1,3.28,4
717452,SR-101,-118.273563,34.075024,0,3.28,4
717453,SR-101,-118.280932,34.07696,1,3.73,4
717456,SR-101,-118.293249,34.08102,0,4.51,4
717458,SR-101,-118.297554,34.08265,1,4.78,4
717459,SR-101,-118.297289,34.082938,0,4.78,4
717460,SR-101,-118.301614,34.085714,0,5.09,4
717461,SR-101,-118.301738,34.085583,1,5.09,4
717462,SR-101,-118.306069,34.089935,1,5.48,4
717463,SR-101,-118.305898,34.09004,0,5.48,4
717465,SR-101,-118.309069,34.09373,0,5.9,4
717466,SR-101,-118.309178,34.093587,1,5.9,4
717468,SR-101,-118.313812,34.096991,1,6.1,4
717469,SR-101,-118.313656,34.097096,0,6.1,4
717472,SR-101,-118.316005,34.100454,1,6.36,4
717473,SR-101,-118.315807,34.100537,0,6.37,4
716632,I-405,-118.151232,33.807185,0,3.82,5
716659,I-405,-118.269468,33.845618,0,11.82,5
773795,I-605,-117.972533,34.118451,0,24.5,4
761016,SR-134,-118.366841,34.153043,2,0.59,4
763583,SR-57,-117.810974,34.02977,1,5.04,3
717257,I-10,-117.728559,34.081521,2,47.24,4
717720,I-405,-118.189084,33.817453,0,6.27,4
717721,I-405,-118.192547,33.820131,0,6.56,5
773630,I-5,-118.615577,34.459716,1,56.7,4
766937,I-605,-118.004676,34.053769,1,19.3,4
760369,I-105,-118.124158,33.913517,3,16.8,4
717185,I-10,-117.928178,34.072243,2,35.36,4
717711,I-405,-118.162705,33.812108,0,4.57,4
772918,I-210,-117.882861,34.121063,3,41.1,4
763367,I-110,-118.286008,33.915625,0,12.86,4
716088,I-10,-118.157927,34.064991,3,22.03,4
716091,I-10,-118.143166,34.071753,3,22.82,4
717966,I-710,-118.198875,33.862897,0,12.13,5
737158,I-10,-118.233791,34.026792,2,17.4,5
763498,I-110,-118.289814,33.758221,0,1.58,3
717854,I-605,-118.098456,33.865754,0,4.31,5
765099,SR-101,-118.472242,34.163778,0,17.4,6
764641,SR-101,-118.709202,34.140912,1,31.83,4
772583,SR-101,-118.625629,34.163851,0,26.6,4
772596,SR-101,-118.504947,34.171258,0,19.8,5
766622,SR-60,-117.745743,34.023825,3,29.51,4
772132,SR-118,-118.826308,34.292735,2,20.5,2
772133,SR-118,-118.82631,34.292955,3,20.5,2
801485,91,-117.563321,33.879627,2,6.6,4
812717,71,-117.659245,33.92935,1,8.21,2
819957,215,-117.302445,33.949184,1,30.6,4
819634,15,-117.53013,33.833607,0,37.37,3
801539,91,-117.402748,33.93736,3,16.86,4
1204552,5,-117.677164,33.598289,1,16.5,4
1205189,5,-117.844156,33.74934,1,31.23,5
1205193,5,-117.843662,33.749374,0,31.22,5
1205200,5,-117.846227,33.751498,1,31.4,6
1205204,5,-117.845869,33.751759,0,31.4,6
1205211,5,-117.850422,33.753867,1,31.6,6
1205215,5,-117.850155,33.754283,0,31.6,5
1205225,5,-117.853633,33.755863,0,31.9,5
1205230,5,-117.853879,33.755511,1,32,5
1205246,5,-117.859571,33.758078,1,32.25,5
1205250,5,-117.859227,33.758197,0,32.3,5
1205262,5,-117.861863,33.759814,0,32.5,5
1205269,5,-117.863201,33.761015,0,32.6,5
1205276,5,-117.865852,33.764744,1,33,5
1205286,5,-117.867517,33.767683,1,33.2,6
1205290,5,-117.867378,33.76781,0,33.2,5
1205297,5,-117.869177,33.770044,1,33.3,4
1205303,5,-117.872384,33.774297,0,33.8,5
1205310,5,-117.874347,33.776448,1,33.8,4
1205320,5,-117.877421,33.780225,0,34.2,4
1205324,5,-117.877449,33.77995,1,34.1,5
1205330,5,-117.880644,33.782687,0,34.3,4
1205335,5,-117.881051,33.782514,1,34.3,5
1205341,5,-117.889865,33.790916,0,35.1,5
1205349,5,-117.885922,33.788037,1,34.6,6
1205364,5,-117.890452,33.791083,1,35.2,5
1205375,5,-117.888756,33.790324,0,35,5
1201270,405,-117.82394,33.669761,1,5.46,4
1208240,91,-117.677275,33.868717,2,22.07,5
1203866,91,-117.871933,33.847875,2,10.45,4
1201315,405,-117.84212,33.676021,1,6.57,6
1211360,241,-117.723265,33.748059,0,29.69,3
1204279,5,-117.631297,33.445293,0,4.02,4
764032,I-110,-118.274377,34.0276,0,20.6,5
764059,I-10,-118.438499,34.030707,3,5.21,4
764085,SR-118,-118.789932,34.28336,3,23.4,4
764120,SR-170,-118.403665,34.201645,0,18.19,4
764217,I-10,-117.898582,34.071945,2,37,4
759178,I-10,-118.494778,34.01151,3,1.28,2
761604,I-5,-118.287112,34.154065,0,26.88,4
764232,I-5,-118.095022,33.939006,0,6.73,3
759416,I-110,-118.281187,33.926133,1,13.45,4
759418,I-110,-118.281212,33.92562,1,13.44,4
761844,I-605,-118.08122,33.818438,0,1.03,4
759542,I-5,-118.112743,33.958712,0,8.41,4
759617,I-5,-118.440799,34.262986,0,39.31,4
759636,I-5,-118.480477,34.304306,0,42.75,5
765100,SR-101,-118.743124,34.143039,1,33.98,4
759783,I-5,-118.308715,34.177264,1,28.9,4
759858,I-5,-118.47962,34.303068,1,42.42,5
762347,I-5,-118.01399,33.876203,0,0.2,4
764760,SR-101,-118.355056,34.134005,0,9.83,5
764819,SR-101,-118.838451,34.166596,0,1.77,4
759942,I-5,-118.688079,34.569875,1,65.7,4
760187,I-105,-118.250332,33.928484,2,9,3
766721,SR-14,-118.384427,34.433712,0,36,2
764853,SR-101,-118.251023,34.06461,1,1.83,5
764874,SR-101,-118.892521,34.183858,1,5.01,3
764905,SR-101,-118.940068,34.18957,1,7.7,3
760398,I-105,-118.141221,33.913415,3,15.6,3
760426,I-105,-118.346191,33.931515,3,3.3,3
760619,I-105,-118.169349,33.911232,3,13.8,3
763299,I-110,-118.280708,33.930159,1,13.81,4
760726,SR-118,-118.692841,34.281467,2,28.79,4
763512,I-110,-118.28279,33.792365,0,4.17,4
763539,SR-57,-117.854216,33.961326,0,1.26,4
763558,SR-57,-117.809253,34.032048,0,5.27,4
763568,SR-57,-117.800451,34.045605,0,6.35,5
763578,SR-57,-117.802135,34.041242,1,5.97,4
761003,SR-134,-118.308413,34.155459,2,3.88,4
763674,I-5,-118.248722,34.101353,0,22.4,4
766555,SR-91,-118.054769,33.869706,3,19.4,4
766600,SR-60,-117.755251,34.024201,2,28.97,4
771845,I-405,-118.155818,33.808534,0,4.21,5
771846,I-405,-118.155949,33.808341,1,4.21,5
771877,I-405,-118.204841,33.826129,0,7.63,3
771914,I-405,-118.235031,33.825799,1,9.09,5
774217,SR-90,-118.431699,33.98191,2,1,3
769248,I-405,-118.286997,33.857946,1,13.18,3
771938,I-405,-118.260151,33.835887,1,10.9,4
774327,I-405,-118.261868,33.837642,1,11.2,4
774359,I-710,-118.171,33.941453,0,17.7,4
774372,I-710,-118.195196,33.869286,1,12.5,5
774389,I-710,-118.207359,33.806011,1,8.01,3
774444,I-710,-118.207079,33.825575,0,9.25,3
774441,I-10,-118.036409,34.068217,3,29.1,5
766988,I-110,-118.28508,33.875591,1,10,6
769389,SR-101,-118.33418,34.11038,0,7.7,4
769418,SR-101,-118.344653,34.126591,0,8.9,5
772092,SR-118,-118.63825,34.266778,3,32.48,3
774514,I-5,-118.571265,34.393379,1,51.3,4
769965,I-210,-118.269921,34.232135,3,15.3,4
769983,I-210,-118.191313,34.202992,3,20.42,4
772354,SR-101,-118.647086,34.15566,0,27.6,4
772355,SR-101,-118.646985,34.155468,1,27.6,4
770103,I-210,-118.328184,34.257876,2,11.3,4
772527,I-405,-118.422742,34.017417,1,28.52,5
772564,SR-101,-118.699009,34.147127,1,31.2,4
767523,SR-2,-118.242087,34.114392,2,16.1,4
767585,SR-2,-118.224318,34.165564,2,20.2,5
1205380,5,-117.898793,33.799716,0,35.6,4
1205384,5,-117.899288,33.799636,1,35.6,4
1205395,5,-117.901966,33.802207,1,36.31,4
1205409,5,-117.90545,33.806073,0,36.48,4
1205421,5,-117.904538,33.804696,1,36.48,4
1205432,5,-117.914971,33.815353,0,37.38,4
1205440,5,-117.915627,33.815586,1,37.48,4
1205452,5,-117.918843,33.819008,0,37.7,4
1205463,5,-117.92208,33.821757,1,38,4
1205473,5,-117.924528,33.825035,0,38.1,4
1205478,5,-117.924001,33.823761,1,38.48,4
1205493,5,-117.931508,33.831974,0,38.9,5
1205517,5,-117.944056,33.837054,0,39.6,4
1205528,5,-117.948482,33.839405,0,40.04,5
1205532,5,-117.948569,33.839296,1,40.04,5
1205541,5,-117.956274,33.843619,1,40.5,4
1205553,5,-117.959062,33.845665,0,40.7,4
1205562,5,-117.963444,33.847517,0,40.98,5
1205567,5,-117.967691,33.849841,0,41.34,5
1205572,5,-117.967687,33.849594,1,41.34,6
1205583,5,-117.973704,33.852829,1,41.8,6
1205590,5,-117.973435,33.853111,0,41.79,4
1205607,5,-117.983135,33.858375,0,42.52,6
1205612,5,-117.983301,33.858044,1,42.52,4
1205623,5,-117.994081,33.864339,0,43,5
1205632,5,-117.996701,33.865523,1,43.3,5
1205636,5,-117.996615,33.865639,0,43.28,5
1205658,5,-118.000928,33.867944,0,43.6,4
1205668,5,-118.009355,33.872552,1,44.2,4
1205680,5,-118.009105,33.87269,0,44.35,4
1208180,91,-117.729634,33.868414,2,18.74,5
766569,SR-60,-117.761755,34.024324,2,28.54,4
766571,SR-60,-117.761846,34.024682,3,28.54,4
766585,SR-60,-117.741879,34.024036,2,29.73,4
766587,SR-60,-117.741923,34.024366,3,29.73,4
766602,SR-60,-117.755114,34.024531,3,28.97,4
766620,SR-60,-117.745645,34.023495,2,29.51,4
766642,SR-60,-117.752014,34.0237,3,29.15,4
766644,SR-60,-117.752114,34.023426,2,29.15,4
766661,SR-60,-117.809634,34.02419,2,25.7,4
766673,SR-71,-117.759478,34.033168,0,3.48,2
766685,SR-71,-117.756549,34.030249,1,3.89,2
766694,SR-14,-118.421961,34.425783,0,33.5,2
766703,SR-14,-118.422129,34.426003,1,33.3,2
766712,SR-14,-118.386915,34.433814,1,35.5,3
766730,SR-14,-118.332391,34.466565,1,39.6,2
766740,SR-14,-118.326851,34.466663,0,40,3
766749,SR-14,-118.285793,34.49059,1,43,2
766758,SR-14,-118.280857,34.493102,0,43.5,3
766843,SR-60,-117.730031,34.024917,2,30.37,4
766851,I-605,-118.104944,33.900751,0,6.85,4
766875,I-105,-118.384132,33.93096,2,1.3,1
767053,I-405,-118.467753,34.170913,1,40.08,4
767166,SR-71,-117.801382,34.066356,0,0.84,2
767233,I-605,-118.101055,33.872891,0,4.8,3
767329,I-10,-118.019602,34.067205,3,29.98,4
767350,I-405,-118.470449,34.180108,1,40.9,4
767351,I-405,-118.470218,34.180219,0,40.9,4
767366,I-405,-118.473408,34.212164,1,43.2,4
767367,I-405,-118.473111,34.212166,0,43.2,4
767454,SR-2,-118.227332,34.143521,3,18.8,4
767455,SR-2,-118.227035,34.143466,2,18.8,4
767470,SR-2,-118.224361,34.156991,2,19.47,6
767471,SR-2,-118.224691,34.156908,3,19.47,6
767494,SR-2,-118.249621,34.10377,2,15.2,3
767495,SR-2,-118.249918,34.103769,3,15.2,3
767509,SR-2,-118.248188,34.110587,2,15.5,4
767541,SR-2,-118.237995,34.116214,2,16.4,4
767542,SR-2,-118.238194,34.116406,3,16.4,4
767554,SR-2,-118.23143,34.119661,2,17,4
767572,SR-2,-118.228715,34.129669,2,17.5,5
767573,SR-2,-118.229013,34.129641,3,17.5,4
767597,SR-2,-118.222121,34.17252,2,20.8,5
767598,SR-2,-118.222452,34.172575,3,20.8,4
767609,SR-2,-118.217329,34.185554,2,21.5,5
767610,SR-2,-118.217659,34.185553,3,21.5,4
767620,SR-2,-118.229324,34.134861,2,18,4
767621,SR-2,-118.229688,34.13486,3,18,4
767678,I-605,-117.981324,34.108203,0,23.3,4
767722,SR-60,-117.985469,34.016535,2,14.5,5
767723,SR-60,-117.985271,34.016645,3,14.5,4
767750,I-110,-118.206354,34.093355,1,27.1,3
767751,I-110,-118.206156,34.093355,0,27.1,3
767759,I-110,-118.177099,34.113103,1,29.5,3
767760,I-110,-118.176901,34.112911,0,29.5,3
767767,I-110,-118.162112,34.119224,1,30.5,2
767768,I-110,-118.162079,34.11906,0,30.5,3
767790,SR-14,-118.132409,34.55683,1,58,3
767791,SR-14,-118.13221,34.556858,0,58,2
767801,SR-101,-119.293845,34.277293,1,30.2,3
767802,SR-101,-119.293849,34.27754,0,30.2,3
767810,SR-101,-119.205524,34.249872,0,24.2,3
767811,SR-101,-119.205686,34.24965,1,24.2,3
767812,I-405,-118.468694,34.167832,0,40,4
767827,I-405,-118.368428,33.935626,1,21.37,4
767838,I-105,-118.364778,33.930306,2,2.5,3
767857,I-105,-118.175684,33.911193,2,13.81,3
767868,I-105,-118.171531,33.910841,2,13.86,3
767883,I-210,-117.782456,34.11966,2,47,3
1214006,5,-117.977413,33.855517,1,41.89,4
1214062,91,-117.99361,33.856188,3,3,5
1214063,91,-117.993592,33.856012,2,3,5
1214080,405,-117.892088,33.687624,0,9.67,5
1214081,405,-117.892092,33.687357,1,9.67,4
1214117,91,-117.985309,33.85653,3,3.4,3
1214118,91,-117.985317,33.856177,2,3.4,3
1214209,405,-117.88118,33.687206,1,8.97,6
1214212,405,-117.87454,33.687534,0,8.47,4
1214215,55,-117.844701,33.715779,1,8.6,4
1214238,405,-117.881163,33.687571,0,8.97,4
1214253,55,-117.844533,33.715668,0,8.6,4
1214321,55,-117.866615,33.693136,0,6.35,5
1214322,55,-117.866737,33.693236,1,6.35,4
1214373,55,-117.868298,33.69134,0,6.1,4
1214461,405,-117.901717,33.687868,0,9.87,4
717582,SR-134,-118.260923,34.156464,3,6.71,4
717583,SR-134,-118.255065,34.156265,2,7.41,4
717585,SR-134,-118.241876,34.155638,2,7.84,4
717587,SR-134,-118.238929,34.154023,2,7.98,5
717590,SR-134,-118.23182,34.14929,3,8.76,4
717592,SR-134,-118.224303,34.146039,2,8.92,4
717595,SR-134,-118.182897,34.141626,2,11.52,4
717597,SR-134,-118.185392,34.142933,3,11.49,4
717599,SR-134,-118.172503,34.142792,3,12.27,4
717601,SR-134,-118.169013,34.143973,2,12.45,4
